# Event Log Opened on 2019-03-26T14:26:46.539206
# Event Detection
# bandwidth = 10000000.000000 MHz
# vlen      =    512
#  N      MJD          second  micro.sec    Peak       RMS
0459 58568.602201947746 52030 248285.248   1.461504   1.000021
0460 58568.602202134593 52030 264428.793   1.215757   1.005129
0461 58568.602202399306 52030 287300.074   1.150605   0.999119
0462 58568.602202620626 52030 306422.128   1.075689   1.001407
0463 58568.602202817150 52030 323401.769   0.924276   1.001456
0464 58568.602203088070 52030 346809.281   1.529711   1.001419
0465 58568.602203284005 52030 363738.001   1.592408   1.000396
0466 58568.602203550785 52030 386787.816   1.157111   1.000366
0467 58568.602203760231 52030 404883.926   1.431972   1.000810
0468 58568.602203983981 52030 424215.947   1.006566   0.998855
0469 58568.602204267925 52030 448748.730   1.610895   0.994361
0470 58568.602204471354 52030 466324.952   0.980658   0.997072
0471 58568.602204834089 52030 497665.307   0.987922   0.997311
0472 58568.602205074007 52030 518394.173   1.737567   0.998430
0473 58568.602205359108 52030 543026.910   1.615090   0.995450
0474 58568.602205604628 52030 564239.831   1.271085   0.998704
0475 58568.602205867755 52030 586974.067   1.078883   0.999914
0476 58568.602206107142 52030 607657.041   1.340942   0.999097
0477 58568.602206337520 52030 627561.756   1.083418   0.998705
0478 58568.602206602998 52030 650499.044   1.209206   1.001537
0479 58568.602206824100 52030 669602.240   0.902428   0.996002
0480 58568.602207165452 52030 699095.014   1.463865   1.003871
0481 58568.602207406184 52030 719894.287   1.226701   1.000612
0482 58568.602207667383 52030 742461.933   1.024623   0.998005
0483 58568.602207884003 52030 761177.884   1.517275   0.998910
0484 58568.602208135402 52030 782898.748   1.861417   1.001808
0485 58568.602208392324 52030 805096.752   1.075831   0.999264
0486 58568.602208646771 52030 827081.017   1.671693   0.993362
0487 58568.602208931610 52030 851691.123   1.770830   0.995491
0488 58568.602209220553 52030 876655.784   1.518616   0.994975
0489 58568.602209532139 52030 903576.780   1.438776   1.002166
0490 58568.602209751320 52030 922514.014   2.295145   0.999666
0491 58568.602209969198 52030 941338.721   1.692571   1.000948
0492 58568.602210192177 52030 960604.106   1.384168   1.002177
0493 58568.602210415593 52030 979907.210   1.463640   0.996654
0494 58568.602210668192 52031   1731.800   1.255335   1.003995
0495 58568.602210890662 52031  20953.180   1.076118   1.002469
0496 58568.602211216930 52031  49142.778   1.613218   1.001584
0497 58568.602211509293 52031  74402.900   1.373930   1.002231
0498 58568.602211870268 52031 105591.124   1.755250   0.999140
0499 58568.602212146689 52031 129473.890   1.025328   0.995997
0500 58568.602212422396 52031 153295.049   0.930376   1.001231
0501 58568.602212669233 52031 174621.754   0.958754   1.003152
0502 58568.602212921265 52031 196397.310   1.017319   1.004432
0503 58568.602213144964 52031 215724.931   1.055428   1.004773
0504 58568.602213418191 52031 239331.723   1.259635   1.000184
0505 58568.602213656850 52031 259951.834   1.558685   0.998615
0506 58568.602213937040 52031 284160.237   1.486687   1.004782
0507 58568.602214282917 52031 314044.027   1.153261   1.001501
0508 58568.602214502687 52031 333032.181   1.152959   0.996364
0509 58568.602214715727 52031 351438.840   1.850114   0.998608
0510 58568.602214982733 52031 374508.142   1.060125   0.999917
0511 58568.602215172832 52031 390932.691   1.281059   0.999007
0512 58568.602215405415 52031 411027.885   2.044307   0.999282
0513 58568.602215570303 52031 425274.187   1.226595   0.999516
0514 58568.602215772917 52031 442780.001   2.343522   0.998614
0515 58568.602215961786 52031 459098.309   0.931233   0.998829
0516 58568.602216160332 52031 476252.712   1.682291   1.001618
0517 58568.602216395855 52031 496601.878   1.516494   0.998616
0518 58568.602216674975 52031 520717.870   0.927850   1.001129
0519 58568.602216906598 52031 540730.083   1.543710   1.000425
0520 58568.602217136402 52031 560585.136   1.841492   0.998363
0521 58568.602217378910 52031 581537.798   1.131915   0.999227
0522 58568.602217587882 52031 599593.046   1.024769   0.996837
0523 58568.602217860593 52031 623155.205   1.038846   1.004679
0524 58568.602218085187 52031 642560.149   1.172915   1.003551
0525 58568.602218387568 52031 668685.912   1.039196   1.000590
0526 58568.602218623470 52031 689067.767   1.212987   1.000325
0527 58568.602218929256 52031 715487.735   2.445851   0.999140
0528 58568.602219144632 52031 734096.189   1.092790   0.996775
0529 58568.602219363253 52031 752985.017   1.291925   0.998990
0530 58568.602219613924 52031 774643.017   1.037751   1.001478
0531 58568.602219860535 52031 795950.234   0.971067   0.995538
0532 58568.602220148983 52031 820872.147   1.753152   1.001274
0533 58568.602220378198 52031 840676.279   0.940251   1.003012
0534 58568.602220639754 52031 863274.728   1.304481   1.001394
0535 58568.602220887151 52031 884649.838   1.079250   1.000732
0536 58568.602221127410 52031 905408.250   0.917181   1.002784
0537 58568.602221325636 52031 922534.993   1.357794   1.007962
0538 58568.602221490997 52031 936822.156   2.906607   0.998018
0539 58568.602221718182 52031 956450.897   1.177347   1.001760
