# Event Log Opened on 2019-03-26T14:08:43.953474
# Event Detection
# bandwidth = 10000000.000000 MHz
# vlen      =    512
#  N      MJD          second  micro.sec    Peak       RMS
0072 58568.589932149633 50970 137728.262   3.196434   0.996262
0073 58568.589932618568 50970 178244.286   3.238443   0.999618
0074 58568.589932776224 50970 191865.717   3.211932   1.003265
0075 58568.589933316478 50970 238543.698   3.174388   0.999653
0076 58568.589933525313 50970 256587.001   3.490749   0.996827
0077 58568.589933807561 50970 280973.311   3.205087   1.005954
0078 58568.589934094562 50970 305770.123   3.293800   0.994659
0079 58568.589934481133 50970 339169.912   3.277757   1.000004
0080 58568.589934809250 50970 367519.185   3.369371   0.996734
0081 58568.589935247313 50970 405367.878   3.657129   1.004876
0082 58568.589935544573 50970 431051.077   3.166227   1.002194
0083 58568.589935778218 50970 451238.053   3.102877   0.997797
0084 58568.589936349083 50970 500560.733   3.236498   1.000416
0085 58568.589936699180 50970 530809.136   3.599160   0.999337
0086 58568.589937237222 50970 577296.009   3.405522   1.000221
0087 58568.589937403463 50970 591659.239   3.329358   1.000465
0088 58568.589937717254 50970 618770.714   3.197571   0.996578
0089 58568.589938424790 50970 679901.820   3.556192   0.999193
0090 58568.589938984769 50970 728284.051   3.200660   1.000886
0091 58568.589939286598 50970 754362.037   3.116699   1.000523
0092 58568.589939578684 50970 779598.271   3.228068   0.997904
0093 58568.589939913378 50970 808515.837   3.237587   0.999906
0094 58568.589940323982 50970 843992.033   3.285215   1.000299
0095 58568.589940552614 50970 863745.874   3.138324   1.000186
0096 58568.589940924168 50970 895848.144   3.163427   1.000893
0097 58568.589941185521 50970 918428.991   3.162232   0.998785
0098 58568.589941546525 50970 949619.729   3.123763   1.000783
0099 58568.589941998274 50970 988650.899   3.307877   1.001512
0100 58568.589942218110 50971   7644.711   3.289631   1.000180
0101 58568.589942546103 50971  35983.297   3.337153   0.995904
0102 58568.589943128449 50971  86297.976   3.113299   1.000704
0103 58568.589943428102 50971 112187.998   3.530846   1.003297
0104 58568.589943802050 50971 144497.092   3.134211   0.995619
0105 58568.589944193125 50971 178286.010   3.158744   1.002492
0106 58568.589944680512 50971 220396.273   3.136214   0.999304
0107 58568.589945009204 50971 248795.209   3.668051   1.001497
0108 58568.589945180938 50971 263633.063   3.147856   1.001053
0109 58568.589945570529 50971 297293.738   3.855289   1.000554
0110 58568.589946000036 50971 334403.148   3.108101   1.002071
0111 58568.589946341111 50971 363872.034   3.140820   0.996710
0112 58568.589946456770 50971 373864.939   3.138543   0.996714
0113 58568.589946843451 50971 407274.157   3.410625   1.001263
0114 58568.589947232787 50971 440912.830   3.379230   1.000148
0115 58568.589947495311 50971 463594.888   3.214780   1.000990
0116 58568.589947769164 50971 487255.744   3.276309   1.000477
0117 58568.589948203276 50971 524763.084   3.246667   0.998717
0118 58568.589948692592 50971 567039.937   3.294423   0.999412
0119 58568.589948902816 50971 585203.311   3.120653   0.999598
0120 58568.589949172696 50971 608520.928   3.312099   1.003561
0121 58568.589949669884 50971 651477.972   3.393810   0.996750
0122 58568.589949955473 50971 676152.828   3.116833   1.000102
0123 58568.589950357964 50971 710928.087   3.283762   0.993823
0124 58568.589950728841 50971 742971.893   3.437836   0.997621
0125 58568.589950953065 50971 762344.777   3.313149   0.997927
0126 58568.589951291935 50971 791623.184   3.086674   0.995142
0127 58568.589951680486 50971 825193.963   3.473150   1.002181
0128 58568.589952251285 50971 874510.986   3.484418   0.998813
0129 58568.589952429364 50971 889897.017   3.292255   0.998151
0130 58568.589952756178 50971 918133.763   3.232783   1.003980
0131 58568.589953291426 50971 964379.237   3.511220   1.003055
0132 58568.589953606366 50971 991590.038   3.249251   1.004449
0133 58568.589953919305 50972  18627.962   3.224274   1.002646
0134 58568.589954298805 50972  51416.710   3.387569   0.999077
0135 58568.589954718300 50972  87661.107   3.214701   0.993645
0136 58568.589954961819 50972 108701.151   3.387703   0.999913
0137 58568.589955329015 50972 140426.864   3.267719   1.003251
0138 58568.589955708856 50972 173245.158   3.256569   1.000814
0139 58568.589956436124 50972 236081.143   3.242940   0.997874
0140 58568.589956570657 50972 247704.747   3.291434   1.000060
0141 58568.589956974800 50972 282622.708   3.178089   1.003921
0142 58568.589957312848 50972 311830.078   3.321873   0.997538
0143 58568.589957686265 50972 344093.281   3.142089   1.001568
0144 58568.589958326484 50972 399408.184   3.195743   0.999670
0145 58568.589958745069 50972 435574.001   3.334621   1.002885
0146 58568.589959329562 50972 486074.129   3.525504   1.001878
0147 58568.589959990270 50972 543159.290   3.406379   0.997879
0148 58568.589960252371 50972 565804.888   3.226226   1.000662
0149 58568.589960680627 50972 602806.170   3.678486   1.000646
0150 58568.589960885147 50972 620476.689   3.206517   1.003102
0151 58568.589961253492 50972 652301.728   3.375018   1.002259
0152 58568.589961604157 50972 682599.165   3.196840   1.002240
0153 58568.589961775404 50972 697394.900   3.145451   1.000545
0154 58568.589962129234 50972 727965.796   3.349667   0.999929
0155 58568.589962461330 50972 756658.937   3.095041   0.996711
0156 58568.589962811675 50972 786928.713   3.138217   0.996574
0157 58568.589963131126 50972 814529.273   3.216594   1.003290
0158 58568.589963488834 50972 845435.236   3.224191   1.000383
0159 58568.589963895603 50972 880580.137   3.145126   0.998739
0160 58568.589964130413 50972 900867.695   3.239444   0.995779
0161 58568.589964588435 50972 940440.755   3.121580   0.997956
0162 58568.589964923922 50972 969426.843   3.146918   1.001619
0163 58568.589965153740 50972 989283.153   3.476262   0.999244
0164 58568.589965443403 50973  14310.049   3.202382   0.997046
0165 58568.589965946281 50973  57758.692   3.160237   0.999870
0166 58568.589966366599 50973  94074.125   3.261145   1.001231
0167 58568.589966793799 50973 130984.255   3.132547   1.001279
0168 58568.589967142994 50973 161154.706   3.104345   0.997176
0169 58568.589967418877 50973 184990.953   3.095550   0.997712
0170 58568.589967711749 50973 210295.080   3.232777   0.997672
0171 58568.589968142929 50973 247549.077   3.179879   0.995283
0172 58568.589968533401 50973 281285.819   3.110589   1.000080
0173 58568.589968636050 50973 290154.710   3.134864   0.998799
0174 58568.589969165252 50973 335877.783   3.560268   0.999432
0175 58568.589969541827 50973 368413.816   3.122672   0.998656
0176 58568.589969768473 50973 387996.037   3.235630   1.004912
0177 58568.589970019384 50973 409674.782   3.132747   0.995761
0178 58568.589970350258 50973 438262.311   3.243387   1.000539
0179 58568.589970729547 50973 471032.828   3.263178   0.996466
0180 58568.589971113863 50973 504237.738   3.194681   1.000400
0181 58568.589971607260 50973 546867.259   3.107270   0.999321
0182 58568.589971818823 50973 565146.304   3.161678   1.001768
0183 58568.589972453330 50973 619967.722   3.272594   1.001180
0184 58568.589972722024 50973 643182.870   3.130514   1.001463
0185 58568.589972868671 50973 655853.164   3.100668   0.999278
0186 58568.589973220813 50973 686278.216   3.269912   0.996607
0187 58568.589973488080 50973 709370.149   3.206456   1.000606
0188 58568.589973772352 50973 733931.221   3.189693   1.000767
0189 58568.589974124348 50973 764343.699   3.623857   0.996530
0190 58568.589974420138 50973 789899.913   3.015754   1.004191
0191 58568.589974761271 50973 819373.827   3.216001   1.002378
0192 58568.589975026473 50973 842287.227   3.103288   0.997801
0193 58568.589975363000 50973 871363.210   3.129852   0.997563
0194 58568.589975674964 50973 898316.897   3.069376   1.003712
0195 58568.589976020798 50973 928196.914   3.509917   0.998186
0196 58568.589976251562 50973 948134.948   3.046541   0.998800
0197 58568.589976687756 50973 985822.080   2.954418   0.995906
0198 58568.589977003678 50974  13117.747   3.047792   1.002080
0199 58568.589977397547 50974  47148.065   3.218536   1.000765
0200 58568.589977646516 50974  68658.962   2.928560   0.998504
0201 58568.589977961201 50974  95847.760   2.926143   1.004391
0202 58568.589978295524 50974 124733.265   3.033385   1.002465
0203 58568.589978693693 50974 159135.111   3.006773   1.004053
0204 58568.589979021286 50974 187439.121   3.140684   0.995538
0205 58568.589979328346 50974 213969.102   2.947922   1.000452
0206 58568.589979682394 50974 244558.858   3.049841   0.995677
0207 58568.589980037752 50974 275261.769   3.183899   1.001456
0208 58568.589980365650 50974 303592.183   3.037363   1.001373
0209 58568.589980684665 50974 331155.024   2.954367   1.000441
0210 58568.589981038203 50974 361700.774   3.399625   1.001715
0211 58568.589981398043 50974 392790.929   2.968645   0.993893
0212 58568.589981734847 50974 421890.802   2.935164   0.998607
0213 58568.589982084632 50974 452112.173   2.943214   0.997942
0214 58568.589982445767 50974 483314.226   3.105001   1.000445
0215 58568.589982820959 50974 515730.818   2.952472   0.999555
0216 58568.589983160367 50974 545055.744   3.182258   1.001213
0217 58568.589983500264 50974 574422.790   2.938413   1.000721
0218 58568.589983849015 50974 604554.893   2.919538   1.002138
0219 58568.589984247439 50974 638978.741   3.085922   0.998070
0220 58568.589984611201 50974 670407.735   2.916538   1.001699
0221 58568.589984933809 50974 698281.125   3.681116   0.996761
0222 58568.589985221450 50974 723133.259   3.052391   1.000331
0223 58568.589985607512 50974 756489.042   2.916806   0.997031
0224 58568.589986002284 50974 790597.311   3.015168   0.996379
0225 58568.589986221756 50974 809559.691   3.318121   1.003215
0226 58568.589986597130 50974 841991.998   2.952059   1.000839
0227 58568.589987036343 50974 879940.017   3.353628   0.998133
0228 58568.589987307612 50974 903377.704   3.079008   0.999335
0229 58568.589987725696 50974 939500.145   2.960624   1.004922
0230 58568.589988141619 50974 975435.878   3.062493   0.999344
0231 58568.589988489017 50975   5451.054   2.912201   0.998528
0232 58568.589988902328 50975  41161.105   2.993525   0.996171
0233 58568.589989233267 50975  69754.291   2.935331   1.000164
0234 58568.589989492189 50975  92125.172   3.236672   1.001691
0235 58568.589989872809 50975 125010.731   3.221629   0.996205
0236 58568.589990210785 50975 154211.815   3.191721   1.001259
0237 58568.589990563516 50975 184687.786   3.042049   0.996981
0238 58568.589990878740 50975 211923.104   2.948899   1.001487
0239 58568.589991191438 50975 238940.283   3.038556   1.003884
0240 58568.589991496643 50975 265309.960   2.897792   0.998108
0241 58568.589991837907 50975 294795.190   3.147177   1.001861
0242 58568.589992274538 50975 332520.041   2.926062   1.002839
0243 58568.589992564754 50975 357594.714   3.144045   1.001710
0244 58568.589992968991 50975 392520.847   2.963046   0.998609
0245 58568.589993309281 50975 421921.839   3.378029   0.998981
0246 58568.589993666377 50975 452774.996   3.100935   0.998610
0247 58568.589994073518 50975 487951.958   2.990575   1.000864
0248 58568.589994308044 50975 508214.999   3.017464   1.002420
0249 58568.589994676426 50975 540043.181   3.113284   0.998551
0250 58568.589995147617 50975 580754.085   3.092816   1.000388
0251 58568.589995414120 50975 603780.011   3.132395   1.000192
0252 58568.589995766015 50975 634183.688   3.023996   1.000399
0253 58568.589996207549 50975 672332.244   3.055863   1.001552
0254 58568.589996505172 50975 698046.875   2.906125   1.001436
0255 58568.589996840594 50975 727027.305   2.957418   1.004887
0256 58568.589997307652 50975 767381.140   3.010731   0.997869
0257 58568.589997619303 50975 794307.794   3.020706   1.000883
0258 58568.589997947209 50975 822638.837   2.954620   0.996002
0259 58568.589998271804 50975 850683.847   3.239248   0.999731
0260 58568.589998609488 50975 879859.785   2.963253   0.996574
0261 58568.589998983727 50975 912194.024   2.962413   0.997067
0262 58568.589999331540 50975 942245.033   2.980519   0.999680
0263 58568.589999695047 50975 973652.024   2.924367   0.996374
0264 58568.590000017000 50976   1468.836   2.995400   0.997088
0265 58568.590000438126 50976  37854.049   2.985199   0.994592
0266 58568.590000785902 50976  67901.915   3.076587   1.000473
0267 58568.590001127188 50976  97389.031   3.164095   1.001520
0268 58568.590001392156 50976 120282.314   2.947551   0.995730
0269 58568.590001776298 50976 153472.136   2.958414   1.000893
0270 58568.590002130048 50976 184036.117   2.922080   0.996851
0271 58568.590002411751 50976 208375.278   2.911986   0.997608
0272 58568.590002740071 50976 236742.153   3.043200   1.003996
0273 58568.590003084086 50976 266465.010   2.992340   0.998784
0274 58568.590003410645 50976 294679.753   3.882742   1.001578
0275 58568.590003707177 50976 320300.088   3.420320   0.999222
0276 58568.590004137695 50976 357496.879   3.051221   1.004129
0277 58568.590004446341 50976 384163.904   3.267349   0.998206
0278 58568.590004838632 50976 418057.806   2.907846   1.000474
0279 58568.590005119593 50976 442332.845   3.248424   1.003968
0280 58568.590005372927 50976 464220.928   3.129771   1.000497
0281 58568.590005680220 50976 490771.025   2.953989   1.002311
0282 58568.590006054641 50976 523120.981   3.125374   1.002775
0283 58568.590006373597 50976 550678.792   3.000496   0.999467
0284 58568.590006741404 50976 582457.311   3.038625   0.998319
0285 58568.590007053506 50976 609422.942   2.981644   1.005341
0286 58568.590007369006 50976 636682.148   3.062688   1.002111
0287 58568.590007685671 50976 664041.937   2.978040   1.005888
0288 58568.590008041392 50976 694776.281   3.238599   0.997922
0289 58568.590008290645 50976 716311.695   2.926814   0.997481
0290 58568.590008618528 50976 744640.851   3.029404   1.002297
0291 58568.590008925647 50976 771175.861   2.940680   1.000230
0292 58568.590009291212 50976 802760.758   3.050903   1.002050
0293 58568.590009636369 50976 832582.313   2.982802   0.998274
0294 58568.590010011190 50976 864966.843   2.886397   0.994812
0295 58568.590010314481 50976 891171.187   2.902954   0.997942
0296 58568.590010634398 50976 918811.980   2.957047   0.998629
0297 58568.590011025524 50976 952605.299   2.906107   0.998534
