# Event Log Opened on 2019-03-26T19:02:39.870030
# Event Detection
# bandwidth = 10000000.000000 MHz
# vlen      =    512
#  N      MJD          second  micro.sec    Peak       RMS
0098 58568.793733748185 68578 595843.213   2.154184   1.007953
0099 58568.793734123530 68578 628273.006   2.163337   1.004293
0100 58568.793734433842 68578 655083.990   2.312523   0.995752
0101 58568.793734787527 68578 685642.313   2.209742   0.998925
0102 58568.793735119318 68578 714309.051   2.040770   0.995346
0103 58568.793735457533 68578 743530.880   2.242359   0.994446
0104 58568.793735904350 68578 782135.830   2.516475   1.005747
0105 58568.793736320207 68578 818065.906   2.172659   1.000072
0106 58568.793736662294 68578 847622.173   2.091669   1.000941
0107 58568.793737148670 68578 889645.054   2.192971   1.002679
0108 58568.793737626096 68578 930894.705   1.999890   0.994838
0109 58568.793738014720 68578 964471.770   2.387110   1.003676
0110 58568.793738379296 68578 995971.172   2.018670   0.998322
0111 58568.793738743065 68579  27400.794   2.166263   1.000738
0112 58568.793739063913 68579  55122.053   1.918537   0.998127
0113 58568.793739413573 68579  85332.737   2.348991   0.998687
0114 58568.793739718378 68579 111667.839   2.096336   1.004536
0115 58568.793740047200 68579 140078.090   1.984406   0.998734
0116 58568.793740365210 68579 167554.178   2.218639   0.998292
0117 58568.793740790265 68579 204278.858   2.444508   1.007994
0118 58568.793741114168 68579 232264.147   1.951233   1.002248
0119 58568.793741436195 68579 260087.246   2.530097   0.993266
0120 58568.793741750647 68579 287255.928   2.130426   1.002372
0121 58568.793742093469 68579 316875.688   2.201897   0.998034
0122 58568.793742397778 68579 343168.042   1.911250   0.998964
0123 58568.793742738497 68579 372606.124   2.005665   0.998362
0124 58568.793743058901 68579 400289.035   1.891265   0.994821
0125 58568.793743415685 68579 431115.161   1.927779   1.000596
0126 58568.793743753660 68579 460316.245   2.020684   0.999189
0127 58568.793744040922 68579 485135.688   2.172185   1.003143
0128 58568.793744410905 68579 517102.172   1.983665   0.998265
0129 58568.793744714545 68579 543336.690   1.916050   0.999777
0130 58568.793745044051 68579 571806.034   1.803371   1.001415
0131 58568.793745377960 68579 600655.707   1.870508   1.002479
0132 58568.793745740681 68579 631994.804   1.844953   1.002654
0133 58568.793746092699 68579 662409.169   1.829285   1.002363
0134 58568.793746441064 68579 692507.954   1.819104   0.998132
0135 58568.793746739968 68579 718333.227   1.821938   0.995432
0136 58568.793747067510 68579 746632.837   2.010153   0.994070
0137 58568.793747401287 68579 775471.194   2.395705   1.003714
0138 58568.793747742937 68579 804989.742   2.134713   0.999391
0139 58568.793748082608 68579 834337.300   2.066995   0.999787
0140 58568.793748486190 68579 869206.855   1.992800   0.999336
0141 58568.793748876386 68579 902919.708   2.122388   1.005606
0142 58568.793749236494 68579 934033.123   1.898288   1.003553
0143 58568.793749587698 68579 964377.079   1.999860   1.000563
0144 58568.793749953635 68579 995994.037   2.085360   0.999610
0145 58568.793750287710 68580  24858.168   1.860585   0.997748
0146 58568.793750599551 68580  51801.167   1.902663   1.001862
0147 58568.793750898105 68580  77596.265   1.940292   1.002651
0148 58568.793751196587 68580 103385.076   1.937478   1.003612
0149 58568.793751521065 68580 131420.027   1.935718   1.000515
0150 58568.793751827034 68580 157855.712   1.849626   1.000612
0151 58568.793752201462 68580 190206.296   1.806674   1.000588
0152 58568.793752574129 68580 222404.748   1.934638   0.998772
0153 58568.793752885314 68580 249291.169   1.913084   0.999211
0154 58568.793753186772 68580 275337.095   2.446996   0.996438
0155 58568.793753508151 68580 303104.245   2.145762   0.995890
0156 58568.793753799364 68580 328265.042   2.222982   1.004925
0157 58568.793754083243 68580 352792.167   2.437646   0.997778
0158 58568.793754414088 68580 381377.181   2.096857   0.997378
0159 58568.793754726932 68580 408406.933   1.899632   0.997861
0160 58568.793755017883 68580 433545.099   1.971001   1.001864
0161 58568.793755318991 68580 459560.850   1.950232   1.002667
0162 58568.793755621271 68580 485677.812   1.956056   0.999334
0163 58568.793755936596 68580 512921.931   2.239219   1.000303
0164 58568.793756224470 68580 537794.181   1.852273   0.998934
0165 58568.793756542014 68580 565230.036   2.314351   0.999290
0166 58568.793756886102 68580 594959.180   1.923544   0.997860
0167 58568.793757198851 68580 621980.759   2.035902   0.996416
0168 58568.793757506872 68580 648593.721   1.837642   1.000749
0169 58568.793757988795 68580 690231.873   2.043959   1.005668
0170 58568.793758459258 68580 730879.912   2.209639   0.997710
0171 58568.793758830303 68580 762938.177   1.905228   0.999726
0172 58568.793759173590 68580 792598.170   2.083644   0.999825
0173 58568.793759469547 68580 818168.842   1.982363   1.001921
0174 58568.793759786888 68580 845587.095   1.849802   0.999995
0175 58568.793760104025 68580 872987.746   2.031262   0.998348
0176 58568.793760433226 68580 901430.687   2.051593   1.002837
0177 58568.793760719396 68580 926155.834   2.391300   1.001884
0178 58568.793760997607 68580 950193.247   1.877675   0.999856
0179 58568.793761383866 68580 983566.004   1.804643   0.995871
0180 58568.793761705638 68581  11367.100   1.922637   1.000734
0181 58568.793761995279 68581  36392.110   2.173871   1.001887
0182 58568.793762322617 68581  64674.119   2.244870   1.001446
0183 58568.793762658737 68581  93714.898   1.965684   0.997275
0184 58568.793762971225 68581 120713.847   1.868148   1.000484
0185 58568.793763296700 68581 148834.922   1.844799   1.003086
0186 58568.793763624351 68581 177143.962   1.816161   0.998487
0187 58568.793764020578 68581 211377.960   1.892677   1.000544
