# Event Log Opened on 2019-03-26T14:33:50.110333
# Event Detection
# bandwidth = 10000000.000000 MHz
# vlen      =    512
#  N      MJD          second  micro.sec    Peak       RMS
0065 58568.607078486086 52451 581197.814   3.008912   1.001160
0066 58568.607078787281 52451 607221.109   2.848129   0.996587
0067 58568.607079160880 52451 639500.028   2.822274   0.996929
0068 58568.607079485475 52451 667545.037   2.761617   1.000207
0069 58568.607079834306 52451 697684.056   2.640992   0.995952
0070 58568.607080187903 52451 728234.836   2.658339   1.000388
0071 58568.607080543552 52451 758962.893   2.933690   1.002812
0072 58568.607080880472 52451 788072.824   3.344790   0.997026
0073 58568.607081168440 52451 812953.246   2.666765   0.996727
0074 58568.607081546390 52451 845608.093   2.626801   0.999945
0075 58568.607081843889 52451 871312.037   2.798038   0.997588
0076 58568.607082189839 52451 901202.113   2.756745   1.000950
0077 58568.607082563460 52451 933482.918   2.958089   0.999786
0078 58568.607082891409 52451 961817.732   2.553755   1.004892
0079 58568.607083230767 52451 991138.258   3.004823   0.999572
0080 58568.607083546965 52452  18457.814   2.630453   1.001211
0081 58568.607083905772 52452  49458.702   2.703500   1.001602
0082 58568.607084265590 52452  80546.971   2.629519   0.997495
0083 58568.607084599549 52452 109401.044   2.556330   0.998957
0084 58568.607084940188 52452 138832.211   2.568513   0.999822
0085 58568.607085255622 52452 166085.760   2.930884   0.999458
0086 58568.607085548669 52452 191404.975   2.434049   0.997807
0087 58568.607085902237 52452 221953.240   2.606146   1.001176
0088 58568.607086256125 52452 252529.166   2.608808   1.001445
0089 58568.607086563890 52452 279120.125   2.412204   0.997122
0090 58568.607086871540 52452 305701.026   2.443243   0.998763
0091 58568.607087212520 52452 335161.739   3.022789   0.995893
0092 58568.607087561832 52452 365342.248   2.454786   1.001529
0093 58568.607087904580 52452 394955.722   2.622840   0.998962
0094 58568.607088318022 52452 430677.088   2.503927   0.996348
0095 58568.607088653851 52452 459692.722   2.630546   1.003391
0096 58568.607089007477 52452 490246.017   2.616857   1.001297
0097 58568.607089327706 52452 517913.841   2.409131   1.002331
0098 58568.607089681194 52452 548455.191   2.589857   1.002028
0099 58568.607090020960 52452 577810.921   2.575443   1.002299
0100 58568.607090382626 52452 609058.865   2.318359   1.006073
0101 58568.607090713798 52452 637672.168   2.326537   0.998444
0102 58568.607091095982 52452 670692.885   2.385042   1.003955
0103 58568.607091395483 52452 696569.706   2.416086   1.006525
0104 58568.607091766826 52452 728653.746   2.333750   0.998745
0105 58568.607092070350 52452 754878.206   2.620129   0.999751
0106 58568.607092492348 52452 791338.856   2.336567   0.994116
0107 58568.607092859696 52452 823077.771   2.585347   0.998390
0108 58568.607093190963 52452 851699.246   2.873362   0.999893
0109 58568.607093568273 52452 884298.773   2.294428   0.998291
0110 58568.607093878702 52452 911119.815   2.759973   1.001560
0111 58568.607094261642 52452 944205.911   2.631732   1.000827
0112 58568.607094583138 52452 971983.119   2.087061   0.991428
0113 58568.607095016814 52453   9452.741   2.135191   0.996980
0114 58568.607095438230 52453  45863.099   2.523502   1.000229
0115 58568.607095819505 52453  78805.236   2.336780   1.002799
0116 58568.607096197258 52453 111443.110   2.745405   1.001754
0117 58568.607096548811 52453 141817.241   2.275898   0.995044
0118 58568.607096892119 52453 171479.120   2.102663   0.997702
0119 58568.607097198059 52453 197912.290   2.159648   0.995019
0120 58568.607097547167 52453 228075.197   2.425478   0.994607
0121 58568.607097871623 52453 256108.263   2.443292   0.995441
0122 58568.607098270622 52453 290581.773   2.472807   1.002780
0123 58568.607098618981 52453 320679.930   2.044943   0.999178
0124 58568.607098915869 52453 346331.068   2.009846   0.999824
0125 58568.607099256646 52453 375774.180   2.929937   0.997709
0126 58568.607099585512 52453 404188.203   2.079451   1.003657
0127 58568.607099938636 52453 434698.121   2.011731   1.000474
0128 58568.607100266250 52453 463004.017   2.708641   0.999016
0129 58568.607100639492 52453 495252.132   1.937486   1.002717
0130 58568.607100998634 52453 526281.938   2.006921   0.997502
0131 58568.607101323461 52453 554347.064   2.277433   1.003868
0132 58568.607101649563 52453 582522.203   2.168703   1.001704
0133 58568.607101964662 52453 609746.834   2.174795   0.998850
0134 58568.607102307265 52453 639347.735   1.845058   1.003440
0135 58568.607102650014 52453 668961.208   1.932571   1.000004
0136 58568.607102962284 52453 695941.297   2.327737   0.999217
0137 58568.607103311166 52453 726084.717   1.880473   1.002629
0138 58568.607103642185 52453 754684.818   1.825493   0.999727
0139 58568.607104007555 52453 786252.742   2.084497   1.004011
0140 58568.607104319308 52453 813188.197   2.003964   1.000659
0141 58568.607104669412 52453 843437.228   1.927252   1.002049
0142 58568.607105014227 52453 873229.236   2.217427   0.999753
0143 58568.607105353287 52453 902523.988   2.121729   0.997863
0144 58568.607105646079 52453 927821.200   1.867067   0.999290
0145 58568.607105985669 52453 957161.843   1.934768   1.000706
0146 58568.607106322444 52453 986259.201   2.149335   1.002319
0147 58568.607106673626 52454  16601.271   2.431689   0.995776
0148 58568.607107035001 52454  47824.070   2.029228   1.002342
0149 58568.607107417440 52454  80866.789   1.861415   1.001916
0150 58568.607107735610 52454 108356.708   1.773013   0.996421
0151 58568.607108044976 52454 135085.968   1.776071   1.002085
0152 58568.607108358796 52454 162199.958   2.255886   1.002699
0153 58568.607108704418 52454 192061.746   1.621571   1.003704
0154 58568.607109109202 52454 227035.027   2.892107   1.003275
0155 58568.607109469791 52454 258189.932   2.218287   1.001589
0156 58568.607109841134 52454 290273.972   1.641759   0.998686
0157 58568.607110166085 52454 318349.785   1.953563   1.000449
0158 58568.607110488992 52454 346248.950   1.588034   1.003757
0159 58568.607110798417 52454 372983.240   1.552779   1.004209
0160 58568.607111158832 52454 404123.058   1.610722   1.001038
0161 58568.607111526842 52454 435919.179   1.680535   0.999630
0162 58568.607111881793 52454 466586.886   1.871633   1.000471
0163 58568.607112214304 52454 495315.859   2.647145   0.998475
0164 58568.607112555947 52454 524833.779   1.408461   0.999375
0165 58568.607112886108 52454 553359.700   1.500776   1.001050
0166 58568.607113183978 52454 579095.705   1.913919   1.002923
0167 58568.607113551989 52454 610891.826   1.827795   1.000611
0168 58568.607113903970 52454 641303.048   2.071741   1.000979
0169 58568.607114319522 52454 677206.720   1.434884   1.000998
0170 58568.607114632730 52454 704267.904   2.014661   1.002834
0171 58568.607114972925 52454 733660.724   1.682903   0.993556
0172 58568.607115302861 52454 762167.158   1.887371   1.000513
0173 58568.607115646504 52454 791857.954   1.321293   0.999041
0174 58568.607116031744 52454 825142.701   1.711224   1.002936
0175 58568.607116436229 52454 860090.208   1.309602   1.000686
0176 58568.607116786450 52454 890349.298   1.323472   0.999602
0177 58568.607117135929 52454 920544.266   1.410694   1.002350
0178 58568.607117472799 52454 949649.796   1.291449   1.001900
0179 58568.607117809399 52454 978732.066   1.690531   1.002361
0180 58568.607118136126 52455   6961.268   1.239487   1.001336
0181 58568.607118526343 52455  40676.007   2.088945   1.003574
0182 58568.607118970351 52455  79038.301   2.077158   1.003572
0183 58568.607119355125 52455 112282.815   1.699121   1.000034
0184 58568.607119716100 52455 143471.039   1.675273   1.001678
0185 58568.607120117245 52455 178129.999   1.664164   1.001467
0186 58568.607120455265 52455 207334.855   2.122192   0.999097
0187 58568.607120789500 52455 236212.816   1.642710   1.001700
0188 58568.607121146910 52455 267093.005   1.716516   1.002396
0189 58568.607121462977 52455 294401.245   1.267379   0.994383
0190 58568.607122027584 52455 343183.293   1.290475   0.996375
0191 58568.607123028036 52455 429622.298   1.527342   1.002237
0192 58568.607123388589 52455 460774.060   1.419148   1.001770
0193 58568.607123724621 52455 489807.297   1.199789   0.997516
0194 58568.607124066802 52455 519371.736   1.013726   0.998120
0195 58568.607124383008 52455 546691.921   1.166403   1.000380
0196 58568.607124681381 52455 572471.302   1.010629   0.999463
0197 58568.607125083741 52455 607235.245   2.576681   1.001688
0198 58568.607125480732 52455 641535.250   1.250257   1.001199
0199 58568.607125867791 52455 674977.158   1.276111   1.007211
0200 58568.607126196679 52455 703393.067   1.374194   1.001880
0201 58568.607126570554 52455 735695.874   1.386940   0.997395
0202 58568.607126901494 52455 764289.061   0.910072   1.002630
0203 58568.607127224743 52455 792217.772   1.513089   1.003124
0204 58568.607127542440 52455 819666.828   1.849892   1.003599
0205 58568.607127892399 52455 849903.286   1.897424   1.002661
0206 58568.607128257798 52455 881473.725   0.826817   1.006185
0207 58568.607128592943 52455 910430.267   1.035645   1.000292
0208 58568.607128974494 52455 943396.292   0.988866   1.001395
0209 58568.607129280812 52455 969862.151   1.151803   1.002787
0210 58568.607129628574 52455 999908.759   1.813374   1.004144
0211 58568.607129918972 52456  24999.148   1.669451   0.999703
0212 58568.607130391392 52456  65816.293   0.889872   1.002706
0213 58568.607131439443 52456 156367.878   1.042767   1.003389
0214 58568.607131838668 52456 190860.877   0.866322   0.998737
0215 58568.607132179088 52456 220273.185   0.832496   1.002456
0216 58568.607132529120 52456 250515.929   1.182028   0.997275
0217 58568.607132896155 52456 282227.812   0.916217   0.999863
0218 58568.607133221958 52456 310377.177   0.845718   0.996721
0219 58568.607133554491 52456 339108.036   0.798821   0.995286
0220 58568.607133889062 52456 368014.915   1.046661   0.996677
0221 58568.607134257742 52456 399868.871   1.255798   1.001535
0222 58568.607134626553 52456 431734.143   2.002975   0.999388
0223 58568.607134976795 52456 461995.118   0.830002   0.999957
0224 58568.607135349419 52456 494189.799   1.479321   0.997927
0225 58568.607135679100 52456 522674.230   1.803140   1.003893
0226 58568.607136003833 52456 550731.184   1.191978   1.000375
0227 58568.607136306549 52456 576885.865   1.674678   0.997327
0228 58568.607136676874 52456 608881.894   0.631080   0.999029
0229 58568.607137005507 52456 637275.801   1.035287   0.997326
0230 58568.607137394676 52456 670900.015   2.282078   0.997343
0231 58568.607137789048 52456 704973.709   0.737164   0.998582
0232 58568.607138123087 52456 733834.697   1.185783   1.002785
0233 58568.607138473730 52456 764130.248   0.561535   0.998624
0234 58568.607138805346 52456 792781.898   1.380129   0.999034
0235 58568.607139127555 52456 820620.713   1.267530   1.000373
0236 58568.607139550637 52456 857175.031   0.654722   1.002623
0237 58568.607139914951 52456 888651.801   0.842988   0.995790
0238 58568.607140274638 52456 919728.755   0.892752   0.997115
0239 58568.607140624852 52456 949987.216   0.960144   1.001474
0240 58568.607140992186 52456 981724.873   0.635391   0.996660
0241 58568.607141357665 52457  13302.227   0.953841   0.999259
0242 58568.607141756664 52457  47775.737   0.757193   1.000829
0243 58568.607142095243 52457  77028.998   0.861169   1.001564
0244 58568.607142416600 52457 104794.262   1.791842   1.003206
0245 58568.607142730958 52457 131954.771   1.312219   0.999909
0246 58568.607143073852 52457 161580.818   0.846930   1.000453
0247 58568.607143386726 52457 188613.084   2.340285   0.998633
0248 58568.607143756053 52457 220522.990   0.482090   0.998928
0249 58568.607144162444 52457 255635.201   0.842922   0.999257
0250 58568.607144591733 52457 292725.751   0.762770   1.004378
0251 58568.607144895810 52457 318997.988   1.440493   0.997594
0252 58568.607145179696 52457 343525.742   1.172248   0.999348
0253 58568.607145550530 52457 375565.777   0.997317   1.001770
0254 58568.607145854177 52457 401800.924   0.923009   0.999153
0255 58568.607146174145 52457 429446.117   0.769534   1.003017
0256 58568.607146501919 52457 457765.844   0.551146   0.999317
0257 58568.607146883231 52457 490711.124   1.233822   1.001202
0258 58568.607147210161 52457 518957.928   0.997065   1.002043
0259 58568.607147530798 52457 546660.956   2.012064   1.003121
0260 58568.607147847397 52457 574015.087   0.872496   0.998280
0261 58568.607148221803 52457 606363.785   0.786753   1.002388
0262 58568.607148557654 52457 635381.306   0.917332   0.997160
0263 58568.607148894480 52457 664483.064   1.237009   0.997853
0264 58568.607149235380 52457 693936.862   1.730425   0.997317
0265 58568.607149586795 52457 724299.049   1.040118   1.000199
0266 58568.607149923671 52457 753405.208   1.119912   0.998848
0267 58568.607150283380 52457 784484.047   1.592475   1.004413
0268 58568.607150629112 52457 814355.264   1.164672   1.002060
0269 58568.607150939839 52457 841202.081   1.509444   0.999073
0270 58568.607151304735 52457 872729.143   0.887194   1.002676
0271 58568.607151671109 52457 904383.820   1.596850   1.002775
0272 58568.607152021970 52457 934698.230   0.876822   0.997839
0273 58568.607152341378 52457 962295.017   0.759043   0.999507
0274 58568.607152650533 52457 989006.047   0.464742   1.002842
0275 58568.607153011981 52458  20235.132   0.580177   0.994654
0276 58568.607153357480 52458  50086.233   0.680963   0.997301
0277 58568.607153701225 52458  79785.830   1.784075   0.993012
0278 58568.607154041114 52458 109152.247   1.554135   1.000256
0279 58568.607154374666 52458 137971.116   0.955960   1.001077
0280 58568.607154718389 52458 167668.828   0.712742   1.000573
0281 58568.607155079662 52458 198882.826   0.654247   0.998782
0282 58568.607155402533 52458 226778.847   1.588091   1.002605
0283 58568.607155763159 52458 257936.896   0.417595   0.996468
0284 58568.607156111968 52458 288074.029   0.672307   0.999766
0285 58568.607156511331 52458 322578.971   1.207276   1.005143
0286 58568.607156907543 52458 356811.712   1.255961   1.002102
0287 58568.607157212660 52458 383173.845   0.887017   0.996821
0288 58568.607157633822 52458 419562.201   0.403701   1.005073
0289 58568.607158005798 52458 451700.932   0.488224   0.999700
0290 58568.607158426297 52458 488032.082   1.702002   1.002695
0291 58568.607158765866 52458 517370.839   1.236952   1.000344
0292 58568.607159096748 52458 545958.996   1.010934   1.001467
0293 58568.607159442094 52458 575796.895   1.156563   1.001428
0294 58568.607159768799 52458 604024.211   0.439816   0.999023
0295 58568.607160087733 52458 631580.137   0.739884   0.999487
0296 58568.607160445703 52458 662508.731   0.439151   1.001624
0297 58568.607160774089 52458 690881.263   1.031054   1.000418
0298 58568.607161175314 52458 725547.139   0.575155   1.004411
0299 58568.607161539876 52458 757045.283   0.916295   1.000344
0300 58568.607161874483 52458 785955.305   1.576234   0.998429
0301 58568.607162212313 52458 815143.816   0.647484   0.999305
0302 58568.607162553461 52458 844618.988   1.427746   1.000172
0303 58568.607162901273 52458 874669.997   0.958426   1.002073
0304 58568.607163263288 52458 905948.116   1.545194   1.000111
0305 58568.607163592627 52458 934403.001   0.574469   0.999043
0306 58568.607163947927 52458 965100.884   0.677688   1.001687
0307 58568.607164418056 52459   5720.005   1.336486   1.001078
0308 58568.607164755798 52459  34900.973   1.369463   0.997921
0309 58568.607165152382 52459  69165.774   1.202714   1.002595
0310 58568.607165509457 52459 100017.045   1.260779   1.004629
0311 58568.607165920403 52459 135522.787   1.148041   0.998785
0312 58568.607166308611 52459 169064.020   1.086378   0.999964
0313 58568.607166970680 52459 226266.737   0.725307   1.003883
