# Event Log Opened on 2019-03-26T18:43:53.512825
# Event Detection
# bandwidth = 10000000.000000 MHz
# vlen      =    512
#  N      MJD          second  micro.sec    Peak       RMS
0071 58568.780845612775 67465  60943.761   2.589056   1.005227
0072 58568.780845950751 67465  90144.845   2.524976   0.998767
0073 58568.780846262373 67465 117068.985   2.519277   0.998433
0074 58568.780846610403 67465 147138.853   2.560937   0.996475
0075 58568.780846928574 67465 174628.771   2.728554   1.002832
0076 58568.780847263464 67465 203563.310   2.814818   1.001399
0077 58568.780847629096 67465 235153.865   2.521159   0.997015
0078 58568.780847981259 67465 265580.802   2.548833   1.000872
0079 58568.780848313741 67465 294307.261   2.758295   0.998198
0080 58568.780848665265 67465 324678.877   2.539980   0.997768
0081 58568.780849074850 67465 360067.063   2.438960   1.000113
0082 58568.780849389746 67465 387274.092   2.678932   0.995823
0083 58568.780849732844 67465 416917.740   2.552345   0.998158
0084 58568.780850116884 67465 450098.761   2.465426   1.004724
0085 58568.780850478077 67465 481305.844   2.550624   1.001079
0086 58568.780850785035 67465 507827.024   2.545206   1.003053
0087 58568.780851146548 67465 539061.767   2.633749   1.002099
0088 58568.780851501258 67465 569708.729   2.480104   0.997865
0089 58568.780851870033 67465 601570.858   2.395250   1.000477
0090 58568.780852256357 67465 634949.272   2.354741   0.996258
0091 58568.780852597833 67465 664452.733   2.838903   1.005385
0092 58568.780852976248 67465 697147.814   2.366530   1.002373
0093 58568.780853383738 67465 732354.950   2.702101   0.999013
0094 58568.780853696982 67465 759419.277   2.765028   0.999013
0095 58568.780854025848 67465 787833.300   2.340207   1.003117
0096 58568.780854419747 67465 821866.132   2.535002   0.993547
0097 58568.780854761171 67465 851365.193   2.505311   1.000393
0098 58568.780855097255 67465 880402.829   2.337611   1.002759
0099 58568.780855411955 67465 907592.885   2.250759   0.996531
0100 58568.780855774930 67465 938953.985   2.376139   1.004261
0101 58568.780856098820 67465 966938.017   2.251680   1.004732
0102 58568.780856429279 67465 995489.713   2.415074   1.000011
0103 58568.780856770361 67466  24959.227   2.343028   0.994516
0104 58568.780857114769 67466  54716.031   2.161254   1.003090
0105 58568.780857468344 67466  85264.925   2.337061   1.000146
0106 58568.780857793645 67466 113370.913   2.151708   1.000686
0107 58568.780858154059 67466 144510.731   2.250437   0.999294
0108 58568.780858464597 67466 171341.203   2.235542   0.997664
0109 58568.780858816855 67466 201776.313   2.126607   0.995787
0110 58568.780859151979 67466 230730.969   3.168647   1.002016
0111 58568.780859570172 67466 266862.839   2.052061   1.001602
0112 58568.780859913182 67466 296498.943   2.007357   1.000063
0113 58568.780860275263 67466 327782.720   2.288117   1.000442
0114 58568.780860635023 67466 358865.961   2.039722   1.000222
0115 58568.780860954445 67466 386464.005   2.030224   0.996766
0116 58568.780861285290 67466 415049.019   2.667700   1.000183
0117 58568.780861648323 67466 446415.149   2.660654   0.997587
0118 58568.780861981286 67466 475183.098   2.019588   1.003634
0119 58568.780862294756 67466 502266.913   2.594235   0.997367
0120 58568.780862654225 67466 533325.007   2.103012   1.003649
0121 58568.780862990934 67466 562416.707   2.159936   0.996177
0122 58568.780863293185 67466 588531.155   2.208315   1.000541
0123 58568.780863638087 67466 618330.707   2.447870   1.000461
0124 58568.780863971711 67466 647155.862   2.062022   0.999973
0125 58568.780864403867 67466 684494.098   2.137391   0.998066
0126 58568.780864704459 67466 710465.215   2.213927   1.001691
0127 58568.780865075103 67466 742488.905   2.136975   0.999640
0128 58568.780865375113 67466 768409.731   1.951216   1.002973
0129 58568.780865744215 67466 800300.148   1.973920   0.998314
0130 58568.780866076704 67466 829027.236   2.029431   0.999150
0131 58568.780866415211 67466 858274.210   2.288260   1.000655
0132 58568.780866819783 67466 893229.261   1.851864   0.997198
0133 58568.780867141635 67466 921037.273   1.999002   1.003831
0134 58568.780867514921 67466 953289.160   2.167176   0.998903
0135 58568.780867869864 67466 983956.238   1.912404   0.999307
0136 58568.780868198475 67467  12348.259   1.887985   1.000015
0137 58568.780868600974 67467  47124.146   2.409214   1.000435
0138 58568.780868963913 67467  78482.104   2.221897   0.993969
0139 58568.780869292365 67467 106860.294   2.383982   0.998646
0140 58568.780869636714 67467 136612.069   2.018852   0.997399
0141 58568.780869969050 67467 165325.955   1.936967   0.999341
0142 58568.780870283219 67467 192470.119   1.718168   0.994289
0143 58568.780870640163 67467 223310.075   1.765359   0.998973
0144 58568.780870958471 67467 250811.937   1.709885   0.995292
0145 58568.780871311814 67467 281340.715   1.846925   1.006462
0146 58568.780871616786 67467 307690.275   2.012909   1.001790
0147 58568.780871923416 67467 334183.166   1.906923   1.002449
0148 58568.780872282121 67467 365175.253   1.980492   0.999753
0149 58568.780872618219 67467 394214.147   2.008754   1.002758
0150 58568.780872931144 67467 421250.814   1.621857   0.998694
0151 58568.780873282005 67467 451565.224   1.868067   1.000132
0152 58568.780873579097 67467 477233.964   1.619782   1.000332
0153 58568.780873963449 67467 510442.017   1.923391   0.994178
0154 58568.780874257085 67467 535812.152   2.386896   0.997315
0155 58568.780874558979 67467 561895.796   1.513429   0.997511
0156 58568.780874876989 67467 589371.884   1.576544   1.001460
0157 58568.780875164492 67467 614212.073   1.686450   0.998507
0158 58568.780875513927 67467 644403.270   1.426474   1.000431
0159 58568.780875958553 67467 682818.999   2.049809   1.002693
0160 58568.780876300130 67467 712331.261   1.572717   0.996623
0161 58568.780876651028 67467 742648.814   1.441451   1.002543
0162 58568.780877000507 67467 772843.782   1.536731   1.005919
0163 58568.780877322548 67467 800668.138   1.490937   1.000332
0164 58568.780877623030 67467 826629.826   1.304079   0.998063
0165 58568.780878029065 67467 861711.234   1.397365   0.998946
0166 58568.780878337602 67467 888368.829   1.549252   1.001247
0167 58568.780878644262 67467 914864.235   1.445134   0.999297
0168 58568.780878945799 67467 940917.076   1.301578   0.997292
0169 58568.780879290927 67467 970736.115   1.497153   1.001456
0170 58568.780879602265 67467 997635.738   1.426029   0.998546
0171 58568.780879935715 67468  26445.806   1.309726   1.001924
0172 58568.780880318969 67468  59558.934   1.520300   1.001698
0173 58568.780880658174 67468  88866.258   1.355567   0.998417
0174 58568.780880986458 67468 117229.990   1.513867   1.005882
0175 58568.780881316772 67468 145769.113   2.275736   1.000117
0176 58568.780881699175 67468 178808.689   1.290529   1.000118
0177 58568.780882022198 67468 206717.912   1.352677   0.999017
0178 58568.780882385807 67468 238133.704   1.567967   0.999867
0179 58568.780882777326 67468 271960.970   1.574094   0.998533
0180 58568.780883126390 67468 302120.105   2.239812   0.997638
0181 58568.780883492138 67468 333720.719   1.243888   0.991217
0182 58568.780883853091 67468 364907.056   1.169714   0.996551
0183 58568.780884167383 67468 392061.908   1.304908   0.998862
0184 58568.780884512118 67468 421847.001   1.399092   0.998030
0185 58568.780884881147 67468 453731.132   1.067373   1.002739
0186 58568.780885234759 67468 484283.169   1.313223   0.999359
0187 58568.780885563348 67468 512673.303   1.191922   0.993521
0188 58568.780885911103 67468 542719.283   1.275214   1.002706
0189 58568.780886241759 67468 571287.952   2.671501   1.004988
0190 58568.780886588866 67468 601277.983   1.512822   1.001388
0191 58568.780886934423 67468 631134.112   1.474322   0.998376
0192 58568.780887317487 67468 664230.895   1.320432   1.005665
0193 58568.780887661240 67468 693931.121   1.205282   0.999372
0194 58568.780887978915 67468 721378.292   1.252102   0.996941
0195 58568.780888285313 67468 747851.066   0.988507   1.001015
0196 58568.780888614536 67468 776295.893   1.349324   0.998310
0197 58568.780888986643 67468 808445.940   1.045354   1.000286
0198 58568.780889359303 67468 840643.764   1.749034   1.000824
0199 58568.780889717869 67468 871623.906   1.354878   0.997352
0200 58568.780890051356 67468 900437.118   0.921390   0.997506
0201 58568.780890421403 67468 932409.259   0.955489   1.003312
0202 58568.780890776172 67468 963061.250   1.244875   1.000874
0203 58568.780891148715 67468 995249.015   1.106948   1.001308
0204 58568.780891656636 67469  39133.308   1.277474   1.005211
0205 58568.780892067756 67469  74654.137   1.022383   1.001972
0206 58568.780892522613 67469 113953.738   1.274941   1.002981
0207 58568.780892906711 67469 147139.788   2.053941   0.999273
0208 58568.780893318333 67469 182703.993   0.937204   0.999086
0209 58568.780893668401 67469 212949.881   0.921562   1.000539
0210 58568.780893989038 67469 240652.910   1.701973   0.998909
0211 58568.780894352116 67469 272022.811   1.395888   1.000957
0212 58568.780894678763 67469 300245.098   1.102404   1.003937
0213 58568.780895020682 67469 329786.906   1.498946   0.995772
0214 58568.780895360025 67469 359106.175   1.522816   0.999114
0215 58568.780895777360 67469 395163.865   1.383767   1.003079
0216 58568.780896213000 67469 432803.220   0.929518   1.003261
0217 58568.780896596392 67469 465928.292   1.060486   0.997678
0218 58568.780896998273 67469 500650.745   1.788384   0.998878
0219 58568.780897358702 67469 531791.820   1.012803   1.000532
0220 58568.780897705627 67469 561766.135   1.475098   1.007085
0221 58568.780898092766 67469 595214.957   1.034469   0.996208
0222 58568.780898435267 67469 624807.057   1.240818   0.998112
0223 58568.780898787161 67469 655210.734   1.144742   1.004825
0224 58568.780899162186 67469 687612.867   1.581671   1.009399
0225 58568.780899470257 67469 714230.229   1.905150   1.007593
0226 58568.780899800222 67469 742739.177   1.043997   0.999827
0227 58568.780900143378 67469 772387.855   1.695815   0.998846
0228 58568.780900485937 67469 801984.983   1.478353   0.998186
0229 58568.780900802543 67469 829339.744   1.178172   0.995901
0230 58568.780901197300 67469 863446.755   1.337952   1.002072
0231 58568.780901541330 67469 893170.870   0.963035   0.998444
0232 58568.780901925020 67469 926321.716   1.022996   1.000565
0233 58568.780902255603 67469 954884.099   1.069057   1.001527
0234 58568.780902623323 67469 986655.074   1.419674   1.003100
0235 58568.780902979117 67470  17395.704   1.046804   0.995622
0236 58568.780903347237 67470  49201.255   1.139995   0.995939
0237 58568.780903747349 67470  83770.948   1.278950   1.003096
0238 58568.780904054285 67470 110290.241   1.167043   1.000235
0239 58568.780904464955 67470 145772.095   1.590042   0.999890
0240 58568.780904881249 67470 181739.889   1.370257   1.002658
0241 58568.780905230749 67470 211936.743   1.361519   0.997360
0242 58568.780905649714 67470 248135.249   0.973013   0.999375
0243 58568.780905986678 67470 277248.952   2.773042   1.004102
0244 58568.780906342581 67470 307999.011   1.423664   0.997847
0245 58568.780906688706 67470 337904.175   0.910896   0.997296
0246 58568.780906997417 67470 364576.858   1.329797   0.995296
0247 58568.780907392487 67470 398710.901   1.639239   1.000767
0248 58568.780907765162 67470 430909.982   1.099433   1.001027
0249 58568.780908145323 67470 463755.936   1.326228   1.002904
0250 58568.780908508357 67470 495122.066   1.189078   0.998698
0251 58568.780908826979 67470 522650.960   0.976772   1.003724
0252 58568.780909187721 67470 553819.067   1.226036   1.004242
0253 58568.780909537127 67470 584007.748   0.964269   0.999382
0254 58568.780909856265 67470 611581.276   2.255419   0.999935
0255 58568.780910212874 67470 642392.314   1.363616   0.998322
0256 58568.780910603920 67470 676178.718   1.906919   1.000432
0257 58568.780910994101 67470 709890.313   0.977442   1.001633
0258 58568.780911419002 67470 746601.792   1.304230   1.000777
0259 58568.780911827314 67470 781879.965   1.117070   1.007272
0260 58568.780912237475 67470 817317.814   1.087408   0.999901
0261 58568.780912575639 67470 846535.242   1.153978   0.999703
0262 58568.780912943876 67470 878350.851   0.906973   0.996542
0263 58568.780913269962 67470 906524.733   1.382439   1.004930
0264 58568.780913652801 67470 939602.028   0.929942   1.000387
0265 58568.780913971525 67470 967139.723   1.067726   0.998777
0266 58568.780914327792 67470 997921.214   0.953261   0.993729
0267 58568.780914657073 67471  26371.070   1.441500   1.002732
0268 58568.780915003241 67471  56280.006   0.964595   0.996044
0269 58568.780915362906 67471  87355.074   1.208899   1.003511
0270 58568.780915668336 67471 113744.238   1.034104   1.003405
0271 58568.780916044016 67471 146202.949   1.389298   0.996484
0272 58568.780916410906 67471 177902.259   1.678074   1.002710
0273 58568.780916776341 67471 209475.840   1.329239   0.997263
0274 58568.780917079042 67471 235629.264   1.156923   1.001285
0275 58568.780917424367 67471 265465.277   1.655534   1.002654
0276 58568.780917767544 67471 295115.841   1.037014   0.999918
0277 58568.780918082499 67471 322327.899   1.379370   0.999933
0278 58568.780918417549 67471 351276.268   1.871601   0.998691
0279 58568.780918824465 67471 386433.742   1.693825   1.002030
